"City","Title","Property_Type","Location_Detail","Bed_Info","Price_Per_Night_USD","Currency","Rating","Date_Range","Airbnb_ID","Link"
"Madrid","Private room in Salamanca","Private Room","Double Room with Goya Shared Bathroom","1 bed","44","$","5","May 14 – 19","766347920977401728","https://www.airbnb.com/rooms/766347920977401728"
"Madrid","Apartment in Centro Madrid","Apartment","Exclusive outdoor loft penthouse in  Plaza Chueca","1 bed","133","$","4.96","May 14 – 19","634009665791242986","https://www.airbnb.com/rooms/634009665791242986"
"Madrid","Apartment in Centro Madrid","Apartment","Perfect Place. Beautiful flat Colón/CastellanaM.EN","1 double bed","115","$","4.57","Jun 2 – 8","715104147479801357","https://www.airbnb.com/rooms/715104147479801357"
"Madrid","Apartment in Centro Madrid","Apartment","Quiet home in a courtyard of Lavapiés","1 double bed","80","$","4.91","Jun 11 – 16","32444327","https://www.airbnb.com/rooms/32444327"
"Madrid","Private room in Centro Madrid","Private Room","Peaceful room next to Sol","1 double bed","36","$","4.63","May 28 – Jun 2","46753920","https://www.airbnb.com/rooms/46753920"
"Madrid","Apartment in Centro Madrid","Apartment","ATTIC DUCHESS III","1 double bed","119","$","4.77","May 21 – 26","52607370","https://www.airbnb.com/rooms/52607370"
"Madrid","Apartment in Centro Madrid","Apartment","The Bastero loft.","1 double bed","124","$","5","Jul 10 – 16","804041151952806212","https://www.airbnb.com/rooms/804041151952806212"
"Madrid","Private room in Salamanca","Private Room","","1 single bed","74","$","4.78","May 8 – 15","1050948","https://www.airbnb.com/rooms/1050948"
"Madrid","Apartment in Centro Madrid","Apartment","Penthouse with terrace and beautiful sunsets.","1 double bed","189","$","4.96","Jul 2 – 8","694134220817476678","https://www.airbnb.com/rooms/694134220817476678"
"Madrid","Loft in Centro Madrid","Other","FLIRTY AND COZY EXTERIOR STUDIO IN MALASAÑA!","2 single beds","64","$","4.36","Jul 30 – Aug 4","23570685","https://www.airbnb.com/rooms/23570685"
"Madrid","Apartment in Salamanca","Apartment","","1 queen bed","152","$","4.85","Jun 3 – 8","30707924","https://www.airbnb.com/rooms/30707924"
"Madrid","Apartment in Centro Madrid","Apartment","Stylish apartment on Calle Mayor","2 beds","141","$","No rating","May 7 – 12","862009155140726497","https://www.airbnb.com/rooms/862009155140726497"
"Madrid","Apartment in Centro Madrid","Apartment","wonderful apartment in the center.","2 beds","89","$","4.45","Jun 25 – 30","817184","https://www.airbnb.com/rooms/817184"
"Madrid","Apartment in Centro Madrid","Apartment","Amazing Studio in Santo Domingo C","2 beds","103","$","4.8","Aug 13 – 18","598544273404358971","https://www.airbnb.com/rooms/598544273404358971"
"Madrid","Apartment in Centro Madrid","Apartment","Charming apartment wifi+lift+AC. City center","2 beds","162","$","4.92","Jun 13 – 19","22277884","https://www.airbnb.com/rooms/22277884"
"Madrid","Apartment in Centro Madrid","Apartment","Cozy Studio 2 adults","1 double bed","101","$","4.55","Jun 25 – 30","46307847","https://www.airbnb.com/rooms/46307847"
"Madrid","Private room in Ciudad Lineal","Private Room","Ideal comfortable, clean room, near the Center","1 single bed","30","$","4.97","May 28 – Jun 2","31248415","https://www.airbnb.com/rooms/31248415"
"Madrid","Apartment in Chamberí","Apartment","Lovely Studio","1 double bed","136","$","4.88","Jun 6 – 11","770479807076257638","https://www.airbnb.com/rooms/770479807076257638"
"Madrid","Private room in Centro Madrid","Private Room","","1 double bed","82","$","4.79","May 7 – 12","42356313","https://www.airbnb.com/rooms/42356313"
"Madrid","Apartment in Centro Madrid","Apartment","Studio apartment in the center of Sol for 2 pax plus 1","2 beds","89","$","4.45","Jun 25 – 30","649971528708673992","https://www.airbnb.com/rooms/649971528708673992"
"Madrid","Apartment in Centro Madrid","Apartment","Spacious and comfortable loft on the Gran Vía next to Callao","2 beds","95","$","4.23","May 7 – 12","52880179","https://www.airbnb.com/rooms/52880179"
"Madrid","Private room in Centro Madrid","Private Room","Room in Chueca, Gran Via","1 bed","62","$","4.86","Jun 17 – 24","578762002792022872","https://www.airbnb.com/rooms/578762002792022872"
"Madrid","Apartment in Centro Madrid","Apartment","UNBEATABLE AMAZING LOCATION!BEST PRICE EVER. (Bar)","2 double beds","143","$","4.79","Aug 2 – 7","16154079","https://www.airbnb.com/rooms/16154079"
"Madrid","Apartment in Centro Madrid","Apartment","Cozy FLAT in the TRAIL","1 double bed","89","$","4.72","Jul 11 – 16","5672272","https://www.airbnb.com/rooms/5672272"
"Madrid","Apartment in Centro Madrid","Apartment","","1 double bed","114","$","4.63","Jul 3 – 8","628260592647810417","https://www.airbnb.com/rooms/628260592647810417"
"Madrid","Condo in Centro Madrid","Other","Incredible Studio in Santo Domingo B","2 beds","112","$","4.84","Jul 30 – Aug 6","597841465139760009","https://www.airbnb.com/rooms/597841465139760009"
"Madrid","Apartment in Ibiza","Apartment","Spacious apartment 300m from Retiro","2 beds","126","$","4.84","Jun 17 – 22","770804778174448545","https://www.airbnb.com/rooms/770804778174448545"
"Madrid","Apartment in Centro Madrid","Apartment","Wonderful studio in Chueca neighborhood","1 bed","99","$","4.37","Jun 12 – 17","567808670514130587","https://www.airbnb.com/rooms/567808670514130587"
"Madrid","Loft in Centro Madrid","Other","***CENTRAL***STUDIO HEART of MADRID. YELLOW.","1 queen bed","114","$","4.73","Jul 17 – 22","21088424","https://www.airbnb.com/rooms/21088424"
"Madrid","Apartment in Chamberí","Apartment","Cozy Studio 2 adults","1 double bed","100","$","4.47","May 1 – 6","47526683","https://www.airbnb.com/rooms/47526683"
"Madrid","Apartment in Centro Madrid","Apartment","Great Location PRADO 2","2 beds","129","$","4.67","May 14 – 19","780399039136076465","https://www.airbnb.com/rooms/780399039136076465"
"Madrid","Apartment in Latina","Apartment","New Studio ‘Sky White’","1 sofa bed","34","$","4.63","Jan 9 – 14","43753009","https://www.airbnb.com/rooms/43753009"
"Madrid","Loft in Tetúan","Other","Loft Tetuan very bright and comfortable","1 double bed","79","$","4.56","Aug 16 – 21","42442544","https://www.airbnb.com/rooms/42442544"
"Madrid","Apartment in Centro Madrid","Apartment","Cozy studio in the heart of Madrid.","1 double bed","87","$","4.86","Jul 2 – 7","18888228","https://www.airbnb.com/rooms/18888228"
"Madrid","Apartment in Centro Madrid","Apartment","Ideally located, spacious and cozy","2 beds","146","$","4.98","Jul 27 – Aug 3","907386","https://www.airbnb.com/rooms/907386"
"Madrid","Private room in Centro Madrid","Private Room","ROOM PUERTA DEL SOL","1 double bed","76","$","4.71","Jul 4 – 9","35149095","https://www.airbnb.com/rooms/35149095"
"Madrid","Apartment in Centro Madrid","Apartment","Grassland 4C","1 double bed","151","$","4.67","May 31 – Jun 5","34174828","https://www.airbnb.com/rooms/34174828"
"Madrid","Apartment in Retiro","Apartment","","2 beds","106","$","4.59","Jun 3 – 8","38215823","https://www.airbnb.com/rooms/38215823"
"Madrid","Private room in Centro Madrid","Private Room","Room in Chueca/Gran Vía","1 bed","52","$","4.76","Jun 17 – 22","578754404600498589","https://www.airbnb.com/rooms/578754404600498589"
"Madrid","Private room in Tetúan","Private Room","Private room in Bernabéu's/AZCA area","1 queen bed","34","$","4.93","May 4 – 11","20273611","https://www.airbnb.com/rooms/20273611"
"Madrid","Private room in Centro Madrid","Private Room","","1 single bed","75","$","4.9","Jun 26 – Jul 2","10511300","https://www.airbnb.com/rooms/10511300"
"Madrid","Condo in Centro Madrid","Other","","1 double bed","117","$","4.63","May 20 – 25","630116995220994090","https://www.airbnb.com/rooms/630116995220994090"
"Madrid","Apartment in Puente de Vallecas","Apartment","Cozy and Modern Loft in Puente Vallecas","1 double bed","80","$","4.72","Jul 13 – 18","32485027","https://www.airbnb.com/rooms/32485027"
"Madrid","Apartment in Centro Madrid","Apartment","Apartamento en pleno centro de Madrid.","1 bed","111","$","4.89","Jun 4 – 9","717146439320280609","https://www.airbnb.com/rooms/717146439320280609"
"Madrid","Apartment in Centro Madrid","Apartment","Studio in Lavapiés","2 single beds","48","$","4.11","Jul 24 – 30","555642315977192136","https://www.airbnb.com/rooms/555642315977192136"
"Madrid","Apartment in Arganzuela","Apartment","","2 beds","114","$","4.85","Jun 10 – 15","53440828","https://www.airbnb.com/rooms/53440828"
"Madrid","Apartment in Chamberí","Apartment","","1 bed","101","$","4.53","Jun 23 – 28","44047282","https://www.airbnb.com/rooms/44047282"
"Madrid","Apartment in Centro Madrid","Apartment","CENTRE **Golden Triangle of Art Apartment**","1 double bed","138","$","4.89","Jul 31 – Aug 6","18779998","https://www.airbnb.com/rooms/18779998"
"Madrid","Apartment in Salamanca","Apartment","Cosy apartment in Barrio de Salamanca","2 beds","115","$","4.16","Jun 2 – 7","42070388","https://www.airbnb.com/rooms/42070388"
"Madrid","Apartment in Centro Madrid","Apartment","Spectacular loft in the center of Madrid","1 bed","108","$","4.57","Jun 18 – 23","650661503548575992","https://www.airbnb.com/rooms/650661503548575992"
"Madrid","Loft in Carabanchel","Other","Loft Carabanchel","1 double bed","56","$","4.55","Jul 19 – 24","683292876592673002","https://www.airbnb.com/rooms/683292876592673002"
"Madrid","Private room in Centro Madrid","Private Room","","1 bed","49","$","4.83","May 7 – 12","673240540803570309","https://www.airbnb.com/rooms/673240540803570309"
"Madrid","Apartment in Centro Madrid","Apartment","SPRING SALES AT MADRID MALASAña","1 double bed","92","$","4.83","Sep 30 – Oct 7","958020","https://www.airbnb.com/rooms/958020"
"Madrid","Home in Centro Madrid","Other","","2 beds","113","$","5","May 21 – 26","817962931377564617","https://www.airbnb.com/rooms/817962931377564617"
"Madrid","Apartment in Centro Madrid","Apartment","“CHULAPO” BRAND NEW DOWNTOWN APARTMENT","1 bed","127","$","4.76","Jun 14 – 19","637545114512363738","https://www.airbnb.com/rooms/637545114512363738"
"Madrid","Apartment in Centro Madrid","Apartment","","2 beds","115","$","4.73","Jun 11 – 16","9940790","https://www.airbnb.com/rooms/9940790"
"Madrid","Apartment in Centro Madrid","Apartment","","2 beds","114","$","4.65","Jul 9 – 14","42617375","https://www.airbnb.com/rooms/42617375"
"Madrid","Private room in Chamberí","Private Room","Private room with private bathroom at shared flat","1 single bed","76","$","4.86","May 22 – 27","663762672993061829","https://www.airbnb.com/rooms/663762672993061829"
"Madrid","Private room in Centro Madrid","Private Room","A person on the Walk of Art","1 single bed","48","$","4.65","Jun 19 – 24","8055704","https://www.airbnb.com/rooms/8055704"
"Madrid","Private room in Centro Madrid","Private Room","Malasaña, with balcony in the heart of Madrid","1 single bed","43","$","5","Jul 17 – 22","48499098","https://www.airbnb.com/rooms/48499098"
"Madrid","Private room in Centro Madrid","Private Room","Premium Room Madrid downtown","1 bed","40","$","4.35","May 15 – 20","51490533","https://www.airbnb.com/rooms/51490533"
"Madrid","Private room in Centro Madrid","Private Room","","1 double bed","38","$","4.37","Jun 19 – 24","32697863","https://www.airbnb.com/rooms/32697863"
"Madrid","Apartment in Ibiza","Apartment","CHIC and CENTRAL apartment +WIFI","3 beds","151","$","4.94","Aug 21 – 27","548995","https://www.airbnb.com/rooms/548995"
"Madrid","Private room in Centro Madrid","Private Room","La Latina, el Rastro,Double room","1 bed","63","$","5","Jun 14 – 19","762266349255584133","https://www.airbnb.com/rooms/762266349255584133"
"Madrid","Apartment in Centro Madrid","Apartment","I am a student in Chueca Madrid","1 double bed","129","$","4.61","May 28 – Jun 2","654218769027707319","https://www.airbnb.com/rooms/654218769027707319"
"Madrid","Apartment in Salamanca","Apartment","Spectacular apartment on the Golden Mile","1 double bed","127","$","4.64","Sep 7 – 12","37163949","https://www.airbnb.com/rooms/37163949"
"Madrid","Loft in El Pardo","Other","","1 bed","73","$","4.67","Jul 8 – 13","53110428","https://www.airbnb.com/rooms/53110428"
"Madrid","Apartment in Centro Madrid","Apartment","Madrid City Centre.","1 double bed","124","$","4.8","Jun 14 – 21","3975171","https://www.airbnb.com/rooms/3975171"
"Madrid","Apartment in Centro Madrid","Apartment","","1 double bed","119","$","4.49","May 29 – Jun 3","19054913","https://www.airbnb.com/rooms/19054913"
"Madrid","Private room in Centro Madrid","Private Room","Outdoor Room Left","1 double bed","64","$","4.29","Oct 27 – Nov 3","42777352","https://www.airbnb.com/rooms/42777352"
"Madrid","Apartment in Chamberí","Apartment","","1 double bed","89","$","4.6","Jun 20 – 25","44046661","https://www.airbnb.com/rooms/44046661"
"Madrid","Apartment in Chamberí","Apartment","TINY APARTMENT IN MADRID CENTER","1 bed","80","$","4.77","May 29 – Jun 3","555903277388308550","https://www.airbnb.com/rooms/555903277388308550"
"Madrid","Apartment in Centro Madrid","Apartment","*NEW* WAVE HOUSE CITYCENTER","2 beds","185","$","4.77","Jul 10 – 16","28980992","https://www.airbnb.com/rooms/28980992"
"Madrid","Apartment in Centro Madrid","Apartment","SPECTACULAR PENTHOUSE IN THE BEST LOCATION IN CITY","1 queen bed","176","$","4.96","Jul 24 – 31","5155124","https://www.airbnb.com/rooms/5155124"
"Madrid","Private room in Centro Madrid","Private Room","Beautiful room in the center of Madrid","1 bed","57","$","5","Jun 11 – 18","722141658332196727","https://www.airbnb.com/rooms/722141658332196727"
"Madrid","Private room in Centro Madrid","Private Room","BALCONY room Atocha. Double room BALCONY","1 double bed","53","$","4.46","May 22 – 27","34029782","https://www.airbnb.com/rooms/34029782"
"Madrid","Private room in Salamanca","Private Room","Comfortable room in the Salamanca district","1 single bed","51","$","4.64","May 13 – 18","48063944","https://www.airbnb.com/rooms/48063944"
"Madrid","Apartment in Tetúan","Apartment","Cuatro caminos studio","1 small double bed","68","$","4.9","Jul 4 – 10","44413031","https://www.airbnb.com/rooms/44413031"
"Madrid","Apartment in Centro Madrid","Apartment","Lovely & Chic oasis in the best of downtown","4 beds","177","$","4.81","Jul 25 – 31","5344630","https://www.airbnb.com/rooms/5344630"
"Madrid","Apartment in Centro Madrid","Apartment","Gran via/ Callao apartament in Madrid","2 beds","168","$","4.99","Jul 27 – Aug 1","16670554","https://www.airbnb.com/rooms/16670554"
"Madrid","Private room in Chamartín","Private Room","santiago Bernabưu private room","1 bed","53","$","4.94","May 21 – 26","751601080605559918","https://www.airbnb.com/rooms/751601080605559918"
"Madrid","Apartment in Centro Madrid","Apartment","Beautiful duplex in Madrid center","3 beds","126","$","4.77","Apr 15 – 20","19023606","https://www.airbnb.com/rooms/19023606"
"Madrid","Private room in Tetúan","Private Room","Room in Santiago Bernabéu's area","1 single bed","29","$","4.99","May 23 – 30","9808033","https://www.airbnb.com/rooms/9808033"
"Madrid","Apartment in Centro Madrid","Apartment","","2 beds","138","$","4.73","Jul 23 – 28","27028034","https://www.airbnb.com/rooms/27028034"
"Madrid","Apartment in Chamartín","Apartment","Beautiful apartment in an excellent neighborhood","1 queen bed","116","$","4.87","May 15 – 20","38863726","https://www.airbnb.com/rooms/38863726"
"Madrid","Apartment in Centro Madrid","Apartment","","2 beds","114","$","4.6","Jun 11 – 16","1755242","https://www.airbnb.com/rooms/1755242"
"Madrid","Apartment in Centro Madrid","Apartment","ATICO PRECIADOS","1 bed","112","$","4.55","Jun 18 – 25","469231","https://www.airbnb.com/rooms/469231"
"Madrid","Private room in Centro Madrid","Private Room","Cozy ensuite double room in the heart of Madrid","1 queen bed","53","$","4.91","Sep 21 – 26","21628332","https://www.airbnb.com/rooms/21628332"
"Madrid","Apartment in Centro Madrid","Apartment","""CHULAPA"" NICE DOWNTOWN APARTMENT BRAND NEW","1 bed","127","$","4.6","Jun 11 – 16","638224521291759097","https://www.airbnb.com/rooms/638224521291759097"
"Madrid","Apartment in Centro Madrid","Apartment","""Opera Sol"" TWIN Private Studio","3 beds","109","$","4.2","Jun 25 – 30","628155152029208199","https://www.airbnb.com/rooms/628155152029208199"
"Madrid","Apartment in Centro Madrid","Apartment","A Renovated Apartment in the Downtown_4","1 double bed","88","$","4.54","Jun 25 – 30","44149028","https://www.airbnb.com/rooms/44149028"
"Madrid","Apartment in Centro Madrid","Apartment","Modern & Lovely Apartment next to Gran Vía","2 beds","136","$","4.79","May 27 – Jun 1","33951615","https://www.airbnb.com/rooms/33951615"
"Madrid","Apartment in Chamartín","Apartment","Chamartín Plaza Castilla 9","3 beds","105","$","4.92","May 1 – 6","10524194","https://www.airbnb.com/rooms/10524194"
"Madrid","Private room in Argüelles","Private Room","Cozy and central room for women.","1 single bed","37","$","4.85","Jul 1 – 8","3297333","https://www.airbnb.com/rooms/3297333"
"Madrid","Apartment in Centro Madrid","Apartment","Malasaña, a short walk from Gran Vía","1 bed","70","$","4.3","May 14 – 19","567151386274869775","https://www.airbnb.com/rooms/567151386274869775"
"Madrid","Apartment in Centro Madrid","Apartment","Príncipe Letras II by Madflats Collection","2 beds","147","$","4.87","Jul 19 – 24","38372034","https://www.airbnb.com/rooms/38372034"
"Madrid","Apartment in Centro Madrid","Apartment","","1 double bed","129","$","4.53","Jun 13 – 18","39128502","https://www.airbnb.com/rooms/39128502"
"Madrid","Apartment in Centro Madrid","Apartment","Charming Studio Fuencarral","2 single beds","102","$","4.75","Jun 18 – 23","820748781230861105","https://www.airbnb.com/rooms/820748781230861105"
"Paris","Apartment in Paris","Apartment","A nice little space and cute","1 single bed","57","$","4.46","May 8 – 13","7337703","https://www.airbnb.com/rooms/7337703"
"Paris","Apartment in Paris","Apartment","Small cozy cocoon in Paris! 1 person studio","1 double bed","107","$","4.98","Jul 30 – Aug 5","25820315","https://www.airbnb.com/rooms/25820315"
"Paris","Apartment in Paris","Apartment","Lovely rooftop studio","1 double bed","87","$","4.75","May 3 – 8","9310570","https://www.airbnb.com/rooms/9310570"
"Paris","Apartment in Paris","Apartment","Charming Studio in La Madeleine","2 beds","98","$","4.93","May 11 – 18","32986746","https://www.airbnb.com/rooms/32986746"
"Paris","Private room in Paris","Private Room","Private room in the 18th","1 bed","56","$","4.91","Oct 31 – Nov 5","687577498136450531","https://www.airbnb.com/rooms/687577498136450531"
"Paris","Apartment in Paris","Apartment","Quiet Studio","1 double bed","110","$","4.9","Jul 13 – 18","12552420","https://www.airbnb.com/rooms/12552420"
"Paris","Apartment in Paris","Apartment","Studio between the Louvre and Opéra.","1 bed","109","$","5","Sep 14 – 19","834709731357112117","https://www.airbnb.com/rooms/834709731357112117"
"Paris","Condo in Paris","Other","Peaceful Oasis in the Montmartre","1 queen bed","110","$","4.72","Aug 15 – 21","185575","https://www.airbnb.com/rooms/185575"
"Paris","Apartment in Paris","Apartment","Cozy Rooftop Nest","1 double bed","119","$","4.88","May 7 – 12","41236594","https://www.airbnb.com/rooms/41236594"
"Paris","Apartment in Paris","Apartment","Appartement calme Paris / 2min Tour Eiffel","1 bed","119","$","No rating","Jan 9 – 15","870061876045982502","https://www.airbnb.com/rooms/870061876045982502"
"Paris","Tiny home in Paris","Other","Cosy tiny house near Red Mill","1 double bed","121","$","4.93","Jul 27 – Aug 1","41833954","https://www.airbnb.com/rooms/41833954"
"Paris","Apartment in Paris","Apartment","NO Strike Zone / Parisian style studio","2 beds","78","$","4.91","May 1 – 8","25402903","https://www.airbnb.com/rooms/25402903"
"Paris","Private room in Paris","Private Room","","1 king bed","79","$","4.94","Oct 15 – 20","665843","https://www.airbnb.com/rooms/665843"
"Paris","Apartment in Paris","Apartment","Haut Marais/Daughters of Calvary","1 sofa bed","95","$","4.86","Jan 1 – 6","9244179","https://www.airbnb.com/rooms/9244179"
"Paris","Private room in Courbevoie","Private Room","Small room at home","1 single bed","38","$","4.82","Sep 7 – 12","28295981","https://www.airbnb.com/rooms/28295981"
"Paris","Apartment in Paris","Apartment","Sweet & Calm Home In PARIS Gambetta Père Lachaise","1 queen bed","127","$","5","May 1 – 8","49624511","https://www.airbnb.com/rooms/49624511"
"Paris","Apartment in Paris","Apartment","Nice little loft in Paris downtown","2 beds","102","$","4.74","May 6 – 13","2616983","https://www.airbnb.com/rooms/2616983"
"Paris","Apartment in Paris","Apartment","","1 double bed","69","$","4.87","Aug 24 – 29","701088894584924497","https://www.airbnb.com/rooms/701088894584924497"
"Paris","Apartment in Paris","Apartment","Flat 30m2 near Champs Elysées .","1 double bed","123","$","4.77","May 10 – 15","7141676","https://www.airbnb.com/rooms/7141676"
"Paris","Private room in Paris","Private Room","Bright + Quiet Room w/ your own bathtub and WC","1 single bed","66","$","4.9","Nov 12 – 18","49897946","https://www.airbnb.com/rooms/49897946"
"Paris","Private room in Paris","Private Room","Private room in a private apartment","1 single bed","39","$","4.28","Dec 25 – 30","42220110","https://www.airbnb.com/rooms/42220110"
"Paris","Private room in Montreuil","Private Room","Room with balcony in Mairie de Montreuil","2 queen beds","54","$","4.91","Aug 7 – 14","596094203335263543","https://www.airbnb.com/rooms/596094203335263543"
"Paris","Apartment in Paris","Apartment","Studio in Paris center,  very simple, for 2 people","1 bed","85","$","4.81","Apr 17 – 22","654387050692017663","https://www.airbnb.com/rooms/654387050692017663"
"Paris","Apartment in Paris","Apartment","COSY STUDIO ONLY FOR 1 PERSON CLOSE TO THE MARAIS","1 single bed","75","$","4.8","Nov 23 – 28","33553409","https://www.airbnb.com/rooms/33553409"
"Paris","Apartment in Paris","Apartment","charmant studio","1 bed","49","$","No rating","Jul 16 – 21","642645751490291226","https://www.airbnb.com/rooms/642645751490291226"
"Paris","Place to stay in Paris","Other","Small Luxurious Room in the heart of Saint Germain","1 single bed","93","$","4.27","Aug 7 – 12","13457917","https://www.airbnb.com/rooms/13457917"
"Paris","Apartment in Paris","Apartment","Cosy Nest","1 double bed","87","$","4.73","Jul 17 – 22","42736872","https://www.airbnb.com/rooms/42736872"
"Paris","Private room in Paris","Private Room","Small Cosy Room Mini Studio Central Opéra 75009","1 single bed","70","$","4.7","May 11 – 18","1692305","https://www.airbnb.com/rooms/1692305"
"Paris","Private room in Paris","Private Room","","1 queen bed","83","$","4.87","Nov 2 – 7","16419973","https://www.airbnb.com/rooms/16419973"
"Paris","Apartment in Paris","Apartment","Lovely little apartment in Parc de Belleville","1 bed","108","$","5","Jan 22 – 27","664883219612344217","https://www.airbnb.com/rooms/664883219612344217"
"Paris","Loft in Paris","Other","Bright Loft in Charonne","2 beds","83","$","4.8","Apr 8 – 15","26295860","https://www.airbnb.com/rooms/26295860"
"Paris","Apartment in Paris","Apartment","","1 bed","77","$","4.45","Dec 20 – 25","44995456","https://www.airbnb.com/rooms/44995456"
"Paris","Apartment in Paris","Apartment","","1 bed","81","$","No rating","Mar 25 – 30","826062773187447738","https://www.airbnb.com/rooms/826062773187447738"
"Paris","Apartment in Paris","Apartment","Cosy studio near the Marais.","1 sofa bed","90","$","4.67","May 6 – 13","38204931","https://www.airbnb.com/rooms/38204931"
"Paris","Apartment in Paris","Apartment","Location centre de Paris","1 bed","92","$","No rating","Jun 4 – 10","872311455691311018","https://www.airbnb.com/rooms/872311455691311018"
"Paris","Apartment in Paris","Apartment","Bright 2 room apartment with balcony","1 bed","116","$","5","Jul 29 – Aug 4","675793306143962318","https://www.airbnb.com/rooms/675793306143962318"
"Paris","Private room in Paris","Private Room","","1 single bed","52","$","4.6","Oct 5 – 12","52187330","https://www.airbnb.com/rooms/52187330"
"Paris","Apartment in Paris","Apartment","","1 double bed","176","$","4.56","May 3 – 8","8854305","https://www.airbnb.com/rooms/8854305"
"Paris","Private room in Paris","Private Room","Quiet room for rent near La Villette","1 bed","40","$","No rating","May 4 – 11","625970758716180595","https://www.airbnb.com/rooms/625970758716180595"
"Paris","Private room in Paris","Private Room","Double room 6 room 2","1 double bed","63","$","4.14","Nov 4 – 9","8495295","https://www.airbnb.com/rooms/8495295"
"Paris","Private room in Paris","Private Room","Independent room with private bathroom and toilet","1 single bed","80","$","4.89","Jul 2 – 7","13060837","https://www.airbnb.com/rooms/13060837"
"Paris","Private room in Paris","Private Room","Rooftop room in Paris","1 single bed","63","$","4.94","Nov 4 – 9","38450300","https://www.airbnb.com/rooms/38450300"
"Paris","Shared room in Paris","Other","","2 single beds","58","$","4.76","Oct 2 – 7","566511","https://www.airbnb.com/rooms/566511"
"Paris","Apartment in Paris","Apartment","Central, sunny and charming duplex.","3 beds","114","$","4.96","Jan 4 – 9","50135572","https://www.airbnb.com/rooms/50135572"
"Paris","Apartment in Paris","Apartment","💞 Fresh and Cosy Studio in Paris, Pere Lachaise","1 bed","95","$","4.86","Jun 7 – 14","628089940688136870","https://www.airbnb.com/rooms/628089940688136870"
"Paris","Apartment in Paris","Apartment","Lovely apartment with nice view at Panthéon","1 single bed","139","$","4.81","May 12 – 19","24906822","https://www.airbnb.com/rooms/24906822"
"Paris","Apartment in Paris","Apartment","Charming studio near Bastille","1 single bed","99","$","5","May 5 – 10","830580468465053693","https://www.airbnb.com/rooms/830580468465053693"
"Paris","Private room in Paris","Private Room","Chambre 5 min de Tour Eiffel","1 bed","63","$","No rating","Sep 1 – 6","870707821904309686","https://www.airbnb.com/rooms/870707821904309686"
"Paris","Private room in Le Mesnil-Amelot","Private Room","Comfortable private room","1 bed","63","$","5","May 29 – Jun 5","849898726063917313","https://www.airbnb.com/rooms/849898726063917313"
"Paris","Apartment in Paris","Apartment","","1 bed","100","$","No rating","May 13 – 20","866473650355782207","https://www.airbnb.com/rooms/866473650355782207"
"Paris","Private room in Choisy-le-Roi","Private Room","Room in apartment between Paris & Orly.","1 bed","31","$","5","Jun 12 – 19","659448720460440061","https://www.airbnb.com/rooms/659448720460440061"
"Paris","Apartment in Paris","Apartment","","1 bed","88","$","No rating","Jul 10 – 15","867249289676103210","https://www.airbnb.com/rooms/867249289676103210"
"Paris","Private room in Paris","Private Room","Chambre 1 in charming house Paris","1 single bed","50","$","4.68","Sep 2 – 7","10625291","https://www.airbnb.com/rooms/10625291"
"Paris","Apartment in Ivry-sur-Seine","Apartment","Joli studio proche Paris","2 beds","41","$","4.5","May 1 – 6","803385243819931710","https://www.airbnb.com/rooms/803385243819931710"
"Paris","Private room in Paris","Private Room","Charming sunny studio in Montmartre","1 bed","85","$","4.9","Jul 8 – 13","5694356","https://www.airbnb.com/rooms/5694356"
"Paris","Private room in Saint-Cloud","Private Room","Short stay room for rent","1 bed","62","$","5","Jul 2 – 7","801508318003296432","https://www.airbnb.com/rooms/801508318003296432"
"Paris","Apartment in Paris","Apartment","Studio at the Quartier Latin Paris","1 double bed","79","$","4.63","Oct 30 – Nov 6","1575912","https://www.airbnb.com/rooms/1575912"
"Paris","Guesthouse in Paris","House","Vue sur ""Notre Dame"" Ile de la Cité","2 beds","150","$","5","Jan 1 – 6","21557693","https://www.airbnb.com/rooms/21557693"
"Paris","Private room in Saint-Denis","Private Room","","1 single bed","44","$","4.57","May 1 – 6","801911516432104160","https://www.airbnb.com/rooms/801911516432104160"
"Paris","Apartment in Clichy","Apartment","Little studio Sacre Coeur view","1 bed","70","$","4.75","May 4 – 9","830472686986268629","https://www.airbnb.com/rooms/830472686986268629"
"Paris","Apartment in Paris","Apartment","","1 queen bed","177","$","4.95","Jul 10 – 15","40718627","https://www.airbnb.com/rooms/40718627"
"Paris","Apartment in Paris","Apartment","New & quiet 1BR apartment @ Louvre Palais Royal","1 bed","170","$","No rating","May 22 – 29","739239312513727239","https://www.airbnb.com/rooms/739239312513727239"
"Paris","Apartment in Paris","Apartment","Two rooms on garden, close to the Batignolles.","1 queen bed","56","$","4.93","Oct 23 – 30","17604084","https://www.airbnb.com/rooms/17604084"
"Paris","Private room in Paris","Private Room","Room in cozy apartment near Montmartre","1 double bed","74","$","4.91","Jun 30 – Jul 6","51985339","https://www.airbnb.com/rooms/51985339"
"Paris","Private room in Paris","Private Room","Room Paris East and North Station","1 double bed","85","$","4.77","May 8 – 13","53469141","https://www.airbnb.com/rooms/53469141"
"Paris","Private room in Paris","Private Room","","1 double bed","63","$","4.61","Sep 12 – 17","17147104","https://www.airbnb.com/rooms/17147104"
"Paris","Private room in Saint-Denis","Private Room","","1 single bed","42","$","4.86","Jun 9 – 14","801379336683943006","https://www.airbnb.com/rooms/801379336683943006"
